Attaching 317 probes...
Tracing syscalls for something. Ctrl-C to stop.
TIME      PID    EVENT 
15868615 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9120 arg2:24 
15868623 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9120 arg2:23 
15868634 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:2 arg1:0x7ffdbcda9180 arg2:30 
15868644 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_close [1] arg0:3 
15868653 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_write [3] arg0:4 arg1:0x5558cce9c4c0 arg2:2846 
15868672 µs:   9231   oggenc              tracepoint:syscalls:sys_enter_close [1] arg0:4 
15868682 µs:   9231   oggenc                tracepoint:syscalls:sys_enter_brk [1] arg0:-856961024 
15868712 µs:   9231   oggenc         tracepoint:syscalls:sys_enter_exit_group [1] arg0:0 


@start: 28612445424999


